Rumor,Lable,sentiment
"CLARICE FELDMAN: Coronavirus: When All Else Fails, Try Reason….
","political/bias
",
"NY State Admits First Confirmed Covid-19 Case As Global Deaths Pass 3,000: Live Updates.
","conspiracy
",
"Italy reports 42% jump in cases overnight to nearly 1,700 …
","conspiracy
",
"Did Bill Gates & World Economic Forum Predict Coronavirus Outbreak? An Inside Look May Shock You!
","conspiracy
",
"Were Coronavirus Samples Destroyed By China To Coverup The Outbreak?
","conspiracy
",
"Does The Coronavirus Make The Case For World Government?
","conspiracy
",
"Highly appealing hypothesis to explain the Chinese terracotta army.
","unreliable
",
"85 Indian Students Issue SOS Call To Government Of India To Be Evacuated From Coronavirus Hit Italy.
","unreliable
",
"“Recovered” coronavirus patients in China are testing positive a second time.
","conspiracy
",
"Last year, Wall Street said they’d all vote Trump if Warren was the nominee. That should h…
","unreliable
",
"ALERT: Americans With Coronavirus Symptoms Are Being Asked To Cough Directly Onto President Trump.
","unreliable
",
"02/29/2020 Wu Han Coronavirus Pandemic Update Ep 36 #WuhanCoronavirusOutbreak #WuhanVirus.
","unreliable
",
"Health worker at Hertfordshire cancer clinic is among 13 new coronavirus cases in UK.
","unreliable
",
"In other news, idiocy spreads faster than #coronavirus.
","unreliable
",
"Paging.
","unreliable
",
"So here we are. #coronavirusuk could be used to install dictatorship.
","unreliable
",
"Juventus Suspends Practice, Orders Youth Squad To Quarantine After Potential Coronavirus Exposure.
","conspiracy
",
"Biden Seems To Suggest That Trump Is Calling Worry Over Coronavirus A ‘Democratic Hoax’ *O…
","political/bias
",
"Idiocy outbreak spreading faster than coronavirus.
","unreliable
",
"Outbreak Fears Emerge In Nigeria As Govt Finds 100 People Exposed To First Virus Case.
","conspiracy
",
"Supreme leader’s advisory council member dies of coronavirus – Iranian media — RT World News.
","unreliable
",
"Bloombergs ad was made to air on CBS and NBC.
","unreliable
",
"The US alleges that China has stolen millions of dollars worth of intellectual property.
","unreliable
",
"What Global Supply Chains Should Look Like Post The Coronavirus.
","unreliable
",
"I will now be locking myself indoors.
","unreliable
",
"Heres the link. With details on just how bad 5G is. #electroporation.
","conspiracy
",
"breaks it down. Media is #FakeNews.
","political/bias
",
"Oh sugar! #coronavirus - nothing can stop you now #Dubai #irancoronavirus.
","unreliable
",
"Panic buying hits New York as first coronavirus case is found in NYC.
","unreliable
",
"Fighting Coronavirus Means ‘Keeping Sick People Out,’ Homeland Security Chief Says.
","political/bias
",
"Supreme leader’s advisory council member dies of coronavirus #coronavirus #COVID19…
","unreliable
",
"If you think Democrats and the media are politicizing coronavirus, you’re right.
","political/bias
",
"2nd US Death Confirmed In Washington State As Outbreak Accelerates Across America: Virus Updates.
","conspiracy
",
"China closes 1st ‘pop-up’ coronavirus hospital, built in 10 days, after last group of recovered patients discharged.
","unreliable
",
"Miami treats coronavirus as hurricane threat ahead of Spring Break #coronavirus.
","unreliable
",
"OECD Sounds The Alarm, Warns Global Growth Could Shrink ""By Half"" Thanks To Coronavirus.
","conspiracy
",
"Again China is responsible.
","unreliable
",
"WATCH: Iranian pilgrims taunt coronavirus with ‘communal licking’ of religious shrines despite outbreak.
","conspiracy
",
"The Uighurs are at present under a serious social re-engineering campaign by the Chinese government.
","unreliable
",
"The Morning Briefing: Coronavirus Is the New Y2K News and Politics.
","political/bias
",
"Looks like those careless Chinese have unleashed the virus and the extinction of mankind.
","unreliable
",
"Coronavirus: Stay Calm and Avoid the Hype.
","political/bias
",
"The fact as to whether the festival will be cancelled due to the Corona virus is quite irr…
","unreliable
",
"Financial markets rebound after panic sell-off as global central banks pledge to pump in more cash.
","unreliable
",
"Homeland Chief: Fighting Coronavirus Means ‘Keeping Sick People Out.
","political/bias
",
"Iran: Cleric Claims Applying Essential Oils to Your Anus Helps Avoid Coronavirus.
","unreliable
",
"Donald Trump, who – we can’t make this up – is now bragging about fake coronavirus poll numbers.
","political/bias
",
"Coronavirus Samples Destroyed By China? #coronavirus #covid19 #Pandemic #Bioweapon #Bioengineered #Depopulation.
","conspiracy
",
"A masterful post explains why coronavirus in China and America may differ.
","political/bias
",
"The Limits Of Force: A Bayonet In The Back Will Not Restore Chinas Economy.
","conspiracy
",
"Next time, sink the ship. They will not do it again.
","political/bias
",
"OECD Sounds The Alarm, Warns Global Growth Could Shrink “By Half” Thanks To Coronavirus.
","conspiracy
",
"Senior Advisor To The Ayatollah Dies Of #Coronavirus As Iran Rejects Offer Of US Aid.
","conspiracy
",
"An Obama Holdover in an Obscure Government Arm Helped Cause the Country’s Coronavirus Crisis Frontpagemag.
","political/bias
",
"March Is Looking Bleak - Supply Constraints Strike Indias Tech Sector.
","conspiracy
",
"China Fires Military Grade Laser At U.S. Navy Aircraft Flying Near Guam.
","political/bias
",
"I think it is time that the CDC step in. This is a hotbed of infection just like China!!! #coronavirus.
","unreliable
",
"??????? A Stunning 400 Million People Are On Lockdown In China As Guangzhou Joins Quarantine.
","conspiracy
",
"#NASA news: Space agency satellite shows China pollution plummet over #coronavirus shutdown.
","unreliable
",
"Joe Biden Promotes 3 Debunked Claims Regarding The Coronavirus The Daily Wire.
","political/bias
",
"Indonesia becomes the latest country to be struck down by the coronavirus Daily Mail Online.
","unreliable
",
"Covid-19 Threat So Great Men Now Actively Washing Hands After Using Toilet.
","unreliable
",
"Briton says he fell sick with coronavirus weeks before first official case Daily Mail Online.
","unreliable
",
"Coronavirus map LIVE: Taiwanese scientist says virus ‘man made’ and RELEASED from lab.
","unreliable
",
"What Are The Odds? - A Timeline Of Facts Linking Covid-19, HIV, & Wuhans Secret Bio-Lab.
","conspiracy
",
"A masterful post explains why coronavirus in China and America may differ - American Thinker.
","political/bias
",
"What an ass.
","political/bias
",
"Coronavirus: Stay Calm and Avoid the Hype - American Thinker.
","political/bias
",
"Six questions for the coronavirus task force.
","political/bias
",
"Iranians Lick A Shrine Believed To Be Infected With Coronavirus.
","political/bias
",
"Watch Live: Buttigieg Drops Out As Super Tuesday Looms, Coronavirus Panic Worsens.
","conspiracy
",
"CDC Accidentally Releases Diamond Princess Evacuee Who Tested Positive For The Virus.
","conspiracy
",
"Officials admit it: Trump saved lives and spared America from worst of coronavirus.
","political/bias
",
"Who needs regime change when you have #Coronavirus, amirite? 🤔Awfully convenient here.
","unreliable
",
"Facebook Fact-Checkers Admit Trump NEVER SAID Coronavirus Was a Hoax.
","political/bias
",
"World famous museum shuts down amid coronavirus fears.
","unreliable
",
"Theyre praying.
","conspiracy
",
"Coronavirus Is a Bigger Risk to the Rest of the World Than It Is to China.
","political/bias
",
"Six questions for the coronavirus task force - American Thinker.
","political/bias
",
"Wutless Naker.😂#.
","unreliable
",
"Lies, it’s another source of the plague.#.
","unreliable
",
"Peter Andre’s alleged coronavirus precautions caused an outbreak of pisstaking.
","unreliable
",
"Could the virus impact the Olympics?
","unreliable
",
"Officials admit it: #Trump saved lives and spared America from worst of #coronavirus.
","political/bias
",
"Media, Democrats Spread Fake News That Trump Called Coronavirus ‘A Hoax’.
","conspiracy
",
"CCP: USA is the origin of COVID19 Several days ago, CCP’s top propaganda…
","unreliable
",
"Alton Towers waterpark CLOSED as visitors report ‘irritation’ to eyes and throat.
","unreliable
",
"WATCH: Iranians Lick Shrine Believed To Be Infected With Coronavirus.
","political/bias
",
"CDC TESTS FAILED... #drudge.
","unreliable
",
"Coronavirus: Donald Trump says US is in ‘good shape’ Youve gotta h…
","unreliable
",
"Panic Buying Hits German Stores as Coronavirus Cases Double.
","conspiracy
",
"The Chinese Green New Deal? Amazing NASA images show how pollution has CLEARED over China Daily Mail Online.
","unreliable
",
"SUE FOR SLANDERING THE PRESIDENT DONALD JOHN TRUMP ETC.!!
","conspiracy
",
"Debra Messing spreads fake “facts” to blame Trump for coronavirus.
","clickbait
",
"Bill and Melinda Gates Foundation is the source of the fake news. #SedatiousConspiracy.
","conspiracy
",
"War!!! Turkey Launches Massive Invasion Into Southern Europe.
","conspiracy
",
"""Theyre Flying It In!"" - Canadians Furious At Trudeau As Government Refuses To Stop Travelers From Iran.
","conspiracy
",
"‘You Need To Shut Up’: Dr Drew Slams Media Over Coronavirus Doom-mongering.
","conspiracy
",
"Vote of no confidence: Almost no UK doctors think NHS can handle coronavirus outbreak, survey finds.
","unreliable
",
"Senior Advisor To The Ayatollah Dies Of Coronavirus As Iran Rejects Offer Of US Aid.
","conspiracy
",
"Delayed U.S. Coronavirus Preorders Finally Shipping.
","unreliable
",
"Illinois Confirms 4th Case, Saudi Arabia Confirms 1st, Italian Death Toll Tops 50: Live Virus Updates.
","conspiracy
",
"The Real Contagion is Fear Jon Rappoport- ""There are what, 20 or 30 supposed cases of the…
","conspiracy
",
"Wuhan Coronavirus Bioterrorist Attack Is China’s 9/11, Same Perps SOTN: Alternative News, Analysis & Commentary.
","unreliable
",
"Even With 7 Government Officials Infected With Coronavirus, Iran Still Cant Tell the Truth.
","political/bias
",
"Coronavirus could become a seasonal infection like the flu that returns EVERY year.
","unreliable
",
"In Retaliatory Move, US To Limit Staff At Chinas State-Owned Media ""Propaganda"" Companies.
","conspiracy
",
"Here’s How Everyone Can Avoid Getting The Coronavirus SOTN: Alternative News, Analysis & Commentary.
","unreliable
",
"📰 RT: Russia to reassess government budget taking into account coronavirus risks.
","unreliable
",
"Joe Biden Promotes 3 Debunked Claims Regarding The Coronavirus *OLDDementedJoeNeverStopsLYING.
","political/bias
",
"Did California’s “outbreak” patient infect dozens of hospital workers in Sacramento?
","conspiracy
",
"24 people hospitalized, 83 quarantined after contact with coronavirus patient in Moscow – mayor #.
","unreliable
",
"If you think Democrats and the media are politicizing the coronavirus, youre right.
","political/bias
",
"India sees increased opportunities to replace China on global export market — RT Business News #indiawatch.
","unreliable
",
"The real pandemic... #honk.
","unreliable
",
"Not surprised. She was so mean to Snow White... #RosaDelauro.
","political/bias
",
"Doctor: US #coronavirus cases to surge into thousands next week Daily Mail Online.
","unreliable
",
"38% Of People In Survey Are Avoiding Corona Beer Due To Coronavirus.
","conspiracy
",
"Mr Blobby will survive! (Apologies it’s the daily mail).
","unreliable
",
"Medical Professor Praises Trump Admin for Coronavirus Response: Ive Never Seen One Handled Better.
","unreliable
",
"German interior minister REFUSES TO SHAKE MERKEL’S HAND amid coronavirus scare (VIDEO) WEL…
","unreliable
",
"US Death Toll Climbs To 5 As Washington Reports 3 More Deaths In King County: Live Updates.
","conspiracy
",
"Daily does of real news on coronavirus inside China!
","unreliable
",
"New York Times spreads dangerous misinformation, falsely claims flu shot will protect against coronavirus, pneumonia.
","conspiracy
",
"Four new UK coronavirus cases TODAY brings UK total to 40 Daily Mail Online.
","unreliable
",
"Videos show Iranians LICKING holy shrines despite #coronavirus outbreak #Iran Daily Mail Online.
","unreliable
",
"Fact Check: Did Trump Call Coronavirus a ‘Hoax’?
","political/bias
",
"Number of people dead from coronavirus in the U.S. rises to SIX.
","unreliable
",
"Facts don’t care about your feelings.
","political/bias
",
"Difficult times makes for difficult fashions.
","unreliable
",
"“How Do I Pay for This?”: Shocking Cost of Mandatory Coronavirus Testing is Bad for Everyone.
","conspiracy
",
"🚨BOOM🚨 Deep State Sabotage!!! #CoronaOutbreak #QAnon #WWG1WGA #TheStorm #TheGreatAwakening.
","conspiracy
",
"Exclusive! Army Preparing for 3 Million Deaths from Coronavirus.
","conspiracy
",
"US scientists have completed a coronavirus vaccine Hallelujah!
","unreliable
",
"Villagers in Ethiopia are bleeding from their noses and mouths #COVIDー19…
","unreliable
",
"Second Coronavirus Death Occurs in US, First Case in New York City Announced.
","unreliable
",
"Trump Says US May Tighten Travel Restrictions As Death Toll Climbs To 6: Live Updates.
","conspiracy
",
"Bloomberg Purchases 3-Minute Primetime Slot for Coronavirus Ad This slime bag isnt doing himself any favors.
","unreliable
",
"Top Soviet virologist & WHO expert explains Covid-2019 & debunks popular myths.
","unreliable
",
"Maybe try this.
","unreliable
",
"DoubleLine Deputy CIO: ""The Coronavirus Outbreak Is Way Beyond The Feds Control"".
","conspiracy
",
"Medics in China conduct first double-lung transplant on coronavirus patient.
","unreliable
",
"The Coronavirus can’t be fought with interest rates. This is a matter of confidence. - #zerohedge.
","conspiracy
",
"we going live? #COVIDー19 #xrp.
","conspiracy
",
"Obscure Bureaucrat Helped Make Decision To Fly Back Coronavirus-Infected Passengers. Trump Was Reportedly Furious.
","political/bias
",
"Natural ways to boost your immunity as coronavirus spreads.
","conspiracy
",
"Panic buying hits New York as first coronavirus case announced Daily Mail Online.
","unreliable
",
"by Andrea Widburg: A masterful post explains why coronavirus in China and America may differ.
","political/bias
",
"Texas Scientist has develop the vaccine to the coronavirus!!
","unreliable
",
"What do you think about azar jackleg dung sack..some wont be able 2 afford..what the fallu…
","conspiracy
",
"I just read.
","unreliable
",
"Mark Levin Blasts Democrats for Dithering With Impeachment as Coronavirus Spread #NewsandPolitics.
","political/bias
",
"Lets talk about this.
","conspiracy
",
"Stocks SOAR As The Market Recovers From The Coronavirus Panic…Dow Logs BIGGEST One-Day Point Gain In History.
","political/bias
",
"5G Launches In Wuhan Weeks Before Coronavirus Outbreak.
","conspiracy
",
"*chuckles in #Collapsitarian * Covid-19 Risks - Doing The Math.
","conspiracy
",
"#Coronavirus CRIMINALS: The CDC deliberately released infected patient in San Antonio whil…
","conspiracy
",
"Breaking: 6 Dead In The US From #Coronavirus #Infowars.
","conspiracy
",
"Shanghai Accord 2.0? Powell, Mnuchin To Lead Tuesdays Emergency G-7 Coronavirus Call.
","conspiracy
",
"Coronavirus is Mutating: Iranian strain is different than strain from Wuhan.
","unreliable
",
"I’d like you to comment on this... Let’s see how much you really care about injustices... #Crickets.
","political/bias
",
"Until anyone answers this... I dont trust shit!
","conspiracy
",
"So -- Who would be the hypocritical ones ? #CoronaVirusUpdate #COVID2019.
","conspiracy
",
"Calif. Man with Coronavirus Says It& #8217 s Easier Than a Cold, Shows Trump Was Right About Not Panicking.
","unreliable
",
"Sometimes we need a disaster in order to evolve.
","unreliable
",
"China Forces Imprisoned Uighurs To Work In Factories For Apple, Nike Amid Coronavirus Crisis The Daily Wire.
","political/bias
",
"⁦is clueless and incompetent. You can hear the panic in his words.
","unreliable
",
"Entire Italian Regional Government Getting Screened for Coronavirus.
","conspiracy
",
"Donald Trump demands a coronavirus vaccine in two months.
","unreliable
",
"As Libs Smear Pence on Coronavirus, Trump Critic Dr. Drew Steps In & Corrects the Record.
","unreliable
",
"- this is like The Onion.
","unreliable
",
"As Libs Smear Pence on Coronavirus, Trump Critic Dr. Drew Steps In & #038 Corrects the Record.
","unreliable
",
"Living in an alternate universe: Quid-Pro Promotes 3 Debunked Lies Regarding the Coronavirus.
","political/bias
",
"Was that a typo? Was that meant to read Arson & the coronavirus?
","unreliable
",
"Calif. Man with Coronavirus Says Its Easier Than a Cold, Shows Trump Was Right About Not Panicking.
","unreliable
",
"What a frickin’ idiot! Good gawd!
","unreliable
",
"Trump Thinks hes Ordering a Suit Made - Two Months!
","unreliable
",
"US scientists have created vaccine #coronavirusupdate.
","unreliable
",
"Donald Trump spars with nations top coronavirus expert as he demands vaccine in a couple of months.
","unreliable
",
"Trump Admin Orders Investigation of Potential Contamination of CDC Lab Producing Coronavirus Kits.
","unreliable
",
"Outbreak Fears Emerge in Nigeria as Gov’t Finds 100 People Exposed to First Virus Case.
","conspiracy
",
"Forced Labor? - #China Pushes 1000s Of Uyghur #Muslims To Work In Factories. 3/02/2020.
","conspiracy
",
"Did CDC Stop Disclosing How Many Americans Are Being Tested For Covid-19? - Live Updates.
","conspiracy
",
"Bill Fleckenstein: Coronavirus Will Cause A ""Confidence Crisis"" In The Fed.
","conspiracy
",
"He didn’t say that. Here’s what he actually said.
","political/bias
",
"#coronavirus: Stay Calm and Avoid the Hype #ChinaVirus #CoronavirusOutbreak #COVID2019 #Election2020.
","political/bias
",
"Vaccine! Next: tested on animals then humans – ready in 18 mo.
","unreliable
",
"US economy a gigantic bubble & coronavirus could be the pin, Peter Schiff tells Boom Bust.
","unreliable
",
"Donald Trump attacks fringe globalists over coronavirus dumbass the best…
","unreliable
",
"DoS as in Deep State Obscure Bureaucrat Made Decision To Fly Back Coronavirus-Infected Passengers.
","political/bias
",
"This might help.
","unreliable
",
"Description of how the coronavirus attacks the body and immune system.
","unreliable
",
"#Pakistan aims to create Singapore-style economic miracle with new seaport connecting to Chinas Belt & Road #.
","unreliable
",
"Top NYC doctor slams a lack of checks as a national scandal, click here and find the report.
","unreliable
",
"If you think vile DemoKKKrats and the Fake News media are politicizing the coronavirus, youre right.
","political/bias
",
"Bats, Gene Editing and Bioweapons: Recent Darpa Experiments Raise Concerns Amid Coronavirus Outbreak.
","political/bias
",
"Becoming a complete moron during an infectious disease outbreak is far more viral than we first thought...
","unreliable
",
"China Warns Of Looming ""Locust Invasion"" As Coronavirus Outbreak Fades - on.
","conspiracy
",
"Coronavirus: From home hygiene, to schools, food and friends, all the essential information you need.
","unreliable
",
"China Warns Of Looming ""Locust Invasion"" As Coronavirus Outbreak Fades This is just Biblical...
","conspiracy
",
"Is Chinas Economy Finally Starting To Recover? Here Is What The Real Data Shows.
","conspiracy
",
"Is this the only reason that the #WHO havent called the #coronavirus a #Pandemic yet?
","conspiracy
",
"WHO: 9 times more cases reported outside China than inside - Gnews.
","unreliable
",
"Hundreds or low thousands unreported COVID-19 in US per Scott Gottlieb - Gnews.
","unreliable
",
"And more dangerous, too.
","unreliable
",
"Red Bull Leipzig apologise to Japanese fans who were KICKED OUT.
","unreliable
",
"Is China Aiming to Blame America for the Coronavirus? #TheRosettReport.
","political/bias
",
"Is China Aiming to Blame America for the Coronavirus? The Rosett Report - on.
","political/bias
",
"Instapundit » » HMM. Iran finds millions of hoarded gloves as coronavirus deaths hit 66. Amazing how many of those…
","political/bias
",
"Within 30 Days, The Coronavirus Outbreak Will Likely Become A Pandemic.
","unreliable
",
"Bridget McKenzie To Head Up Coronavirus Response Force.
","unreliable
",
"Oh, here we go: ""Coronavirus is an American Jewish plot to reduce world population"".
","unreliable
",
"Why The Coming Economic Collapse Will Not Be Caused By Covid-19.
","conspiracy
",
"Oh stop it, ZH. Just give it a rest, already.....
","conspiracy
",
"Exclusive! #Army Preparing for 3 Million Deaths from Coronavirus Americans preparing for worst-case scenario.
","conspiracy
",
"CDC official says coronavirus getting closer to pandemic criteria Daily Mail Online.
","unreliable
",
"And others, including independent researchers, have analysed its genes.
","conspiracy
",
"True stuff here.
","unreliable
",
"American With Coronavirus Speaks Out About What The Disease Is Really Like, Shares Advice.
","unreliable
",
"Long live to longevity !
","unreliable
",
"Thats stupid! Unless they are deploying 5G service and get the vaccine.
","conspiracy
",
"Writer of the Biological Weapons Anti-Terrorism Act Shares His Thoughts On The Coronavirus.
","conspiracy
",
"Ugly sides of outbreak: Fight breaks out in Italian supermarket as coronavirus fears reach fever pitch.
","unreliable
",
"Exclusive! Army Preparing for 3 Million Deaths from Coronavirus #CDC has setup #PotusTeunp…
","conspiracy
",
"Natural ways to boost your #immunity as #coronavirus spreads.
","conspiracy
",
"North Korea is fucking wild.
","conspiracy
",
"Yep. Idiocy spreading way faster than covid-19.
","unreliable
",
"Yeah .. like this..
","political/bias
",
"LOL! Courageous Mini-Mike Will Eat In Chinese Restaurant “Tomorrow” To Prove He’s Not Worried About Coronavirus.
","political/bias
",
"Media Injects Faith Debate into Coronavirus .
","unreliable
",
"At least we have a plan.. It’ll annoy leftists though.
","unreliable
",
"Pope Francis tests negative for coronavirus Daily Mail Online.
","unreliable
",
"Forced Labor? - China Pushes 1000s Of Uyghur Muslims To Work In Factories #china.
","conspiracy
",
"Fans could be BANNED from Tokyo Olympics due to coronavirus.
","unreliable
",
"British Airways cancel hundreds of UK flights amid coronavirus fears.
","unreliable
",
"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon.
","conspiracy
",
"Coronavirus crisis: UK cities could be CLOSED to contain virus – Health Secretary - Express.
","unreliable
",
"Coronavirus In India: Noida School Shut After Infected Delhi Man Attends Birthday Party With Kids.
","unreliable
",
"Coronavirus threat level RAISED to high in Europe as Von der Leyen issues warning.
","unreliable
",
"BMW Employee In Munich Tests Positive For Covid-19, 150 Others Sent Home For Self-Quarantine.
","conspiracy
",
"Labour humiliation: MP’s horror coronavirus remark sparks fury - ‘Needless point scoring.
","unreliable
",
"Did CDC Stop Disclosing How Many Americans Are Being Tested For #COVID19 - Live Updates.
","conspiracy
",
"FYI to the entire world ...
","unreliable
",
"People Panic-Buying Toilet Paper Are Most Likely To Die From Coronavirus, New Research Confirms.
","unreliable
",
". nailed the scenes in the Room Next Door to Trump’s coronavirus update.
","unreliable
",
"The Threat Of Nuclear War Between US & Russia Is Now At Its Greatest Since 1983 /China?
","conspiracy
",
"No, Trump Did NOT Say Coronavirus Was a Hoax, and Other Lies The Democrats Told You This Week.
","unreliable
",
"President Trump talks about speeding up coronavirus vaccine #Coronavirus #…
","unreliable
",
"Youd need a heart of stone not to chuckle, to be sure.
","unreliable
",
"5-star treatment: Armenia quarantines coronavirus suspects in luxurious hotel (VIDEO) — RT World News #.
","unreliable
",
"Pound to euro exchange rate: Can sterling recover after plummeting to three-month low?
","unreliable
",
"The disturbing way coronavirus causes organs to slowly fail REVEALED.
","unreliable
",
"Nigel Farage drops huge coronavirus prediction as cases surge in UK – I hope Im wrong.
","unreliable
",
"Its Sad - First Chinatowns, Now LAs Koreatown, Asianphobia Crashes Food Sales Amid Coronavirus Fears.
","conspiracy
",
"Someone needs to be held accountable!
","conspiracy
",
"Medical Professor Praises Trump Admin for Coronavirus Response: Never Seen One Handled Better!
","unreliable
",
"Breaking: 6 Dead In The US From Coronavirus.
","unreliable
",
"Coronavirus: All the essential information you need.
","unreliable
",
"» ""What Are The Odds?"" - A Timeline Of Facts Linking Covid-19, HIV, & Wuhans Secret Bio-Lab.
","conspiracy
",
"Coronavirus outbreak is leading the world into uncharted territory, WHO warns  Daily Mail Online.
","unreliable
",
"THERE U GO EVERYBODY..
","conspiracy
",
"#Coronavirus is just more #grist for the #political #mill in 2020 US election — RT USA News.
","unreliable
",
"Agra: Six High Viral Load Cases Detected During Coronavirus Testing, Placed In Isolation.
","unreliable
",
"Even is getting scared by #Covid_19.
","unreliable
",
"He loves the poorly educated.
","unreliable
",
"Twitter tells all 5,000 employees to work from home due to coronavirus.
","unreliable
",
"Breaking: 6 Dead In The US From Coronavirus - Tune in & learn how Islam has been invading E…
","conspiracy
",
"Exclusive! Army Preparing for 3 Million Deaths from Coronavirus - Americans preparing for worst-case scenario.
","conspiracy
",
"Nike Closes Europe Headquarters After Employee Contracts Coronavirus - Company also closed…
","conspiracy
",
"Over 100,000 Coronavirus Infected as China Hastily Buries Dead in Mass Graves.
","unreliable
",
"How convenient hey! I dont believe anything that comes out of choked squirrel mouth.
","political/bias
",
"HIV+SARS Move along, nothing to see here.
","conspiracy
",
"Going green: China continues massive investment in renewable energy — RT Business News.
","unreliable
",
"Boris Johnson gathers Cabinet to sign off coronavirus battle plan.
","unreliable
",
"Coronavirus is just more grist for the political mill in 2020 US election — RT USA News #.
","unreliable
",
"Why Coronavirus Might Not Hit the U.S. as Hard as China: Hygiene.
","political/bias
",
"Weird flex, but ok.
","unreliable
",
"Thank you Dr Fauci for having more balls than his cabinet and other advisors.
","unreliable
",
"No, they didnt say it was Cornovirus you dummy.
","unreliable
",
"If you think Democrats and the media are politicizing the coronavirus, youre right By Andrea Widburg March 2, 2020.
","political/bias
",
"Forty Students Of Noida School Placed Into Isolation After Being Tested For Coronavirus Over Infection Scare.
","unreliable
",
"Harvard illegally collected DNA samples in China throughout the 90s, right up to SARS. Lies upon lie.
","conspiracy
",
"The Viral Blame Game: Xenophobia, Attribution, And Coronavirus.
","conspiracy
",
"Capital Market Freeze Goes Global - IPOs Delayed Over Market Turmoil.
","conspiracy
",
"As Iran Becomes Ground Zero for Coronavirus Pandemic, Israel Becomes Ground Zero for Cure - Frontpagemag.
","political/bias
",
"Today’s special on the Left’s anti-Trump coronavirus grievance menu: identity politics.
","political/bias
",
"Stocks Soar As Market Recovers From Coronavirus Panic…Dow Logs Biggest One-Day Point Gain In History.
","political/bias
",
"its-sad-first-#chinatowns-now-las-#koreatown-asianphobia-crashes-food-sales-amid-coronavirus.
","conspiracy
",
"As Iran🇮🇷 Becomes Ground Zero for Coronavirus Pandemic, ISRAEL🇮🇱 Becomes Ground Zero for CURE.
","political/bias
",
"» China’s New Silk Road: Abuses Abound - Activist Post.
","conspiracy
",
"» Amazon Deletes Over a Million Items for Price Gouging or False Advertising About Coronavirus - Activist Post.
","conspiracy
",
"» Coronavirus - Fear or Danger? - Activist Post.
","conspiracy
",
"Did This Cult Church Cause the Coronavirus Outbreak in South Korea?
","political/bias
",
"Why the coming economic collapse will not be caused by Covid-19.
","conspiracy
",
"Could the coronavirus revive urban enterprise zones?
","political/bias
",
"So maybe Trump’s response to coronavirus didn’t destroy the American economy.
","political/bias
",
"Feel free to use anything we put out that you find useful.
","political/bias
",
"What is your opinion this article?
","conspiracy
",
"good read (and addition to ""quants the alchemists of wall street"".
","conspiracy
",
"No need for a vaccine.
","political/bias
",
"Obama Holdover responsible for US outbreak of Coronavirus. #Obamavirus.
","political/bias
",
"It has been a slow train wreck a-comn, but.
","conspiracy
",
"Serious question. Why was SARS contained eventually? Why did it not keep spreading exponentially?
","conspiracy
",
"A Shaky Foundation Liberty Blitzkrieg #coronavirus.
","political/bias
",
"I love it when Bill Fleckenstein pulls no punches.
","conspiracy
",
"So Maybe Trump’s Response To Coronavirus Didn’t Destroy The American Economy *MuchToTheDemocratsChagrin!
","political/bias
",
"Chinas economy is yet to show a recovery back to normal levels. Checkout the alternative indicators here.
","conspiracy
",
"Chinese Architect Suggests Walking Around In A Bubble (Literally) To Avoid Coronavirus.
","conspiracy
",
"What to Do About Our Tech Cold War With China.
","political/bias
",
"Coronavirus Update: 6 US Deaths, Over 3,000 Deaths Worldwide.
","political/bias
",
"Photo Shows Pence Team Trying to Pray Away Coronavirus - Global Research.
","conspiracy
",
"Socialism, Not Coronavirus, Seen as Real Threat to Economy.
","political/bias
",
"OH, YEAH, ON THAT NOT ALL CULTURES ARE THE SAME THING? Iran, coronavirus, and faith….
","political/bias
",
"FACT CHECK: Did Trump Call Coronavirus a ‘Hoax’?
","political/bias
",
"WALSH: Coronavirus Is Serious But The Media Hype Is Overblown. These Three Facts Show Why.
","political/bias
",
"As Corona Recession Fears Threaten Trump Re-Election, Sanders Gains Steam Into Super Tuesday.
","conspiracy
",
"Yeah super clueless.....
","conspiracy
",
"Yep dummies......
","conspiracy
",
"Why are so many new coronavirus cases emerging in Washington state? Because it’s been spreading there for SIX WEEKS.
","conspiracy
",
"You WERE Warned About The Coronavirus “Telephone Disease”—But Lies Won Out Over Truth.
","conspiracy
",
"Controversial Theories Suggest Coronavirus Created In A Lab.
","conspiracy
",
"Trump Says Dem Politicization of the the Coronavirus Is the New Hoax #NewsandPolitics.
","political/bias
",
"What Will the Left Do When a Billion-Jillion Americans Dont Die of Coronavirus? #VodkaPundit.
","political/bias
",
"Ominous Warnings About The Very Rapid Spread of The Coronavirus.
","conspiracy
",
"COVID-19 May Have Originated from the US? Japanese TV Broadcast - Global Research #CoronaVirus.
","conspiracy
",
"Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon.
","conspiracy
",
"23 Iran MPs & Head Of Emergency Medical Services Confirmed For Coronavirus.
","conspiracy
",
"Denver Democrat Candi CdeBaca Stands In ‘Solidarity’ With Wanting To Use Coronavirus On Trump Supporters.
","political/bias
",
"NEWS YOU CAN USE: Surfaces? Sneezes? Sex? How the Coronavirus Can and Cannot Spread….
","political/bias
",
"#Iran: said something like this a few days ago.
","conspiracy
",
"CORONAVIRUS UPDATE: Coronavirus live updates: US cases surpass 100 with 6 deaths China sees ‘comin…
","political/bias
",
