Rumor,Lable,sentiment
"Donald Trump demands a coronavirus vaccine in two months.
","unreliable
",Neutral-Neutral
"As Libs Smear Pence on Coronavirus, Trump Critic Dr. Drew Steps In & Corrects the Record.
","unreliable
",Neutral-Neutral
"- this is like The Onion.
","unreliable
",Neutral-Neutral
"As Libs Smear Pence on Coronavirus, Trump Critic Dr. Drew Steps In & #038 Corrects the Record.
","unreliable
",Neutral-Neutral
"Living in an alternate universe: Quid-Pro Promotes 3 Debunked Lies Regarding the Coronavirus.
","political/bias
",Neutral-Neutral
"Was that a typo? Was that meant to read Arson & the coronavirus?
","unreliable
",Neutral-Neutral
"Calif. Man with Coronavirus Says Its Easier Than a Cold, Shows Trump Was Right About Not Panicking.
","unreliable
",Neutral-Neutral
"What a frickin’ idiot! Good gawd!
","unreliable
",Very negative-Neutral
"Trump Thinks hes Ordering a Suit Made - Two Months!
","unreliable
",Neutral-Neutral
"US scientists have created vaccine #coronavirusupdate.
","unreliable
",Neutral-Neutral
"Donald Trump spars with nations top coronavirus expert as he demands vaccine in a couple of months.
","unreliable
",Neutral-Neutral
"Trump Admin Orders Investigation of Potential Contamination of CDC Lab Producing Coronavirus Kits.
","unreliable
",Neutral-Neutral
"Outbreak Fears Emerge in Nigeria as Gov’t Finds 100 People Exposed to First Virus Case.
","conspiracy
",Neutral-Neutral
"Forced Labor? - #China Pushes 1000s Of Uyghur #Muslims To Work In Factories. 3/02/2020.
","conspiracy
",Neutral-Neutral
"Did CDC Stop Disclosing How Many Americans Are Being Tested For Covid-19? - Live Updates.
","conspiracy
",Neutral-Neutral
"Bill Fleckenstein: Coronavirus Will Cause A ""Confidence Crisis"" In The Fed.
","conspiracy
",Neutral-Neutral
"He didn’t say that. Here’s what he actually said.
","political/bias
",Neutral-Neutral
"#coronavirus: Stay Calm and Avoid the Hype #ChinaVirus #CoronavirusOutbreak #COVID2019 #Election2020.
","political/bias
",Neutral-Neutral
"Vaccine! Next: tested on animals then humans – ready in 18 mo.
","unreliable
",Neutral-Neutral
"US economy a gigantic bubble & coronavirus could be the pin, Peter Schiff tells Boom Bust.
","unreliable
",Neutral-Neutral
"Donald Trump attacks fringe globalists over coronavirus dumbass the best…
","unreliable
",Neutral-Neutral
"DoS as in Deep State Obscure Bureaucrat Made Decision To Fly Back Coronavirus-Infected Passengers.
","political/bias
",Neutral-Neutral
"This might help.
","unreliable
",Neutral-Neutral
"Description of how the coronavirus attacks the body and immune system.
","unreliable
",Neutral-Neutral
"#Pakistan aims to create Singapore-style economic miracle with new seaport connecting to Chinas Belt & Road #.
","unreliable
",Neutral-Neutral
"Top NYC doctor slams a lack of checks as a national scandal, click here and find the report.
","unreliable
",Neutral-Neutral
"If you think vile DemoKKKrats and the Fake News media are politicizing the coronavirus, youre right.
","political/bias
",Negative-Neutral
"Bats, Gene Editing and Bioweapons: Recent Darpa Experiments Raise Concerns Amid Coronavirus Outbreak.
","political/bias
",Neutral-Neutral
"Becoming a complete moron during an infectious disease outbreak is far more viral than we first thought...
","unreliable
",Negative-Neutral
"China Warns Of Looming ""Locust Invasion"" As Coronavirus Outbreak Fades - on.
","conspiracy
",Neutral-Neutral
"Coronavirus: From home hygiene, to schools, food and friends, all the essential information you need.
","unreliable
",Neutral-Neutral
"China Warns Of Looming ""Locust Invasion"" As Coronavirus Outbreak Fades This is just Biblical...
","conspiracy
",Neutral-Neutral
"Is Chinas Economy Finally Starting To Recover? Here Is What The Real Data Shows.
","conspiracy
",Neutral-Neutral
"Is this the only reason that the #WHO havent called the #coronavirus a #Pandemic yet?
","conspiracy
",Neutral-Neutral
"WHO: 9 times more cases reported outside China than inside - Gnews.
","unreliable
",Neutral-Neutral
"Hundreds or low thousands unreported COVID-19 in US per Scott Gottlieb - Gnews.
","unreliable
",Neutral-Neutral
"And more dangerous, too.
","unreliable
",Negative-Neutral
"Red Bull Leipzig apologise to Japanese fans who were KICKED OUT.
","unreliable
",Neutral-Neutral
"Is China Aiming to Blame America for the Coronavirus? #TheRosettReport.
","political/bias
",Neutral-Neutral
"Is China Aiming to Blame America for the Coronavirus? The Rosett Report - on.
","political/bias
",Neutral-Neutral
"Instapundit » » HMM. Iran finds millions of hoarded gloves as coronavirus deaths hit 66. Amazing how many of those…
","political/bias
",Neutral-Neutral
"Within 30 Days, The Coronavirus Outbreak Will Likely Become A Pandemic.
","unreliable
",Neutral-Neutral
"Bridget McKenzie To Head Up Coronavirus Response Force.
","unreliable
",Neutral-Neutral
"Oh, here we go: ""Coronavirus is an American Jewish plot to reduce world population"".
","unreliable
",Neutral-Neutral
"Why The Coming Economic Collapse Will Not Be Caused By Covid-19.
","conspiracy
",Neutral-Neutral
"Oh stop it, ZH. Just give it a rest, already.....
","conspiracy
",Neutral-Neutral
"Exclusive! #Army Preparing for 3 Million Deaths from Coronavirus Americans preparing for worst-case scenario.
","conspiracy
",Neutral-Surprise
"CDC official says coronavirus getting closer to pandemic criteria Daily Mail Online.
","unreliable
",Neutral-Neutral
"And others, including independent researchers, have analysed its genes.
","conspiracy
",Neutral-Neutral
"True stuff here.
","unreliable
",Neutral-Neutral
"American With Coronavirus Speaks Out About What The Disease Is Really Like, Shares Advice.
","unreliable
",Neutral-Neutral
"Long live to longevity !
","unreliable
",Positive-Neutral
"Thats stupid! Unless they are deploying 5G service and get the vaccine.
","conspiracy
",Negative-Anger
"Writer of the Biological Weapons Anti-Terrorism Act Shares His Thoughts On The Coronavirus.
","conspiracy
",Neutral-Neutral
"Ugly sides of outbreak: Fight breaks out in Italian supermarket as coronavirus fears reach fever pitch.
","unreliable
",Negative-Disgust
"Exclusive! Army Preparing for 3 Million Deaths from Coronavirus #CDC has setup #PotusTeunp…
","conspiracy
",Neutral-Surprise
"Natural ways to boost your #immunity as #coronavirus spreads.
","conspiracy
",Neutral-Neutral
"North Korea is fucking wild.
","conspiracy
",Very negative-Disgust
"Yep. Idiocy spreading way faster than covid-19.
","unreliable
",Negative-Disgust
"Yeah .. like this..
","political/bias
",Neutral-Neutral
"LOL! Courageous Mini-Mike Will Eat In Chinese Restaurant “Tomorrow” To Prove He’s Not Worried About Coronavirus.
","political/bias
",Positive-Happiness
"Media Injects Faith Debate into Coronavirus .
","unreliable
",Neutral-Neutral
"At least we have a plan.. It’ll annoy leftists though.
","unreliable
",Neutral-Neutral
"Pope Francis tests negative for coronavirus Daily Mail Online.
","unreliable
",Neutral-Neutral
"Forced Labor? - China Pushes 1000s Of Uyghur Muslims To Work In Factories #china.
","conspiracy
",Neutral-Neutral
"Fans could be BANNED from Tokyo Olympics due to coronavirus.
","unreliable
",Neutral-Neutral
"British Airways cancel hundreds of UK flights amid coronavirus fears.
","unreliable
",Neutral-Neutral
"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon.
","conspiracy
",Neutral-Neutral
"Coronavirus crisis: UK cities could be CLOSED to contain virus – Health Secretary - Express.
","unreliable
",Neutral-Neutral
"Coronavirus In India: Noida School Shut After Infected Delhi Man Attends Birthday Party With Kids.
","unreliable
",Neutral-Neutral
"Coronavirus threat level RAISED to high in Europe as Von der Leyen issues warning.
","unreliable
",Neutral-Neutral
"BMW Employee In Munich Tests Positive For Covid-19, 150 Others Sent Home For Self-Quarantine.
","conspiracy
",Neutral-Neutral
"Labour humiliation: MP’s horror coronavirus remark sparks fury - ‘Needless point scoring.
","unreliable
",Negative-Disgust
"Did CDC Stop Disclosing How Many Americans Are Being Tested For #COVID19 - Live Updates.
","conspiracy
",Neutral-Neutral
"FYI to the entire world ...
","unreliable
",Neutral-Neutral
"People Panic-Buying Toilet Paper Are Most Likely To Die From Coronavirus, New Research Confirms.
","unreliable
",Neutral-Neutral
". nailed the scenes in the Room Next Door to Trump’s coronavirus update.
","unreliable
",Neutral-Neutral
"The Threat Of Nuclear War Between US & Russia Is Now At Its Greatest Since 1983 /China?
","conspiracy
",Neutral-Neutral
"No, Trump Did NOT Say Coronavirus Was a Hoax, and Other Lies The Democrats Told You This Week.
","unreliable
",Negative-Anger
"President Trump talks about speeding up coronavirus vaccine #Coronavirus #…
","unreliable
",Neutral-Neutral
"Youd need a heart of stone not to chuckle, to be sure.
","unreliable
",Neutral-Happiness
"5-star treatment: Armenia quarantines coronavirus suspects in luxurious hotel (VIDEO) — RT World News #.
","unreliable
",Positive-Neutral
"Pound to euro exchange rate: Can sterling recover after plummeting to three-month low?
","unreliable
",Neutral-Neutral
"The disturbing way coronavirus causes organs to slowly fail REVEALED.
","unreliable
",Negative-Fear
"Nigel Farage drops huge coronavirus prediction as cases surge in UK – I hope Im wrong.
","unreliable
",Neutral-Neutral
"Its Sad - First Chinatowns, Now LAs Koreatown, Asianphobia Crashes Food Sales Amid Coronavirus Fears.
","conspiracy
",Neutral-Neutral
"Someone needs to be held accountable!
","conspiracy
",Negative-Anger
"Medical Professor Praises Trump Admin for Coronavirus Response: Never Seen One Handled Better!
","unreliable
",Very positive-Happiness
"Breaking: 6 Dead In The US From Coronavirus.
","unreliable
",Neutral-Surprise
"Coronavirus: All the essential information you need.
","unreliable
",Neutral-Neutral
"» ""What Are The Odds?"" - A Timeline Of Facts Linking Covid-19, HIV, & Wuhans Secret Bio-Lab.
","conspiracy
",Neutral-Neutral
"Coronavirus outbreak is leading the world into uncharted territory, WHO warns  Daily Mail Online.
","unreliable
",Neutral-Neutral
"THERE U GO EVERYBODY..
","conspiracy
",Neutral-Neutral
"#Coronavirus is just more #grist for the #political #mill in 2020 US election — RT USA News.
","unreliable
",Neutral-Neutral
"Agra: Six High Viral Load Cases Detected During Coronavirus Testing, Placed In Isolation.
","unreliable
",Neutral-Neutral
"Even is getting scared by #Covid_19.
","unreliable
",Neutral-Fear
"He loves the poorly educated.
","unreliable
",Negative-Neutral
"Twitter tells all 5,000 employees to work from home due to coronavirus.
","unreliable
",Neutral-Neutral
"Breaking: 6 Dead In The US From Coronavirus - Tune in & learn how Islam has been invading E…
","conspiracy
",Neutral-Surprise
"Exclusive! Army Preparing for 3 Million Deaths from Coronavirus - Americans preparing for worst-case scenario.
","conspiracy
",Neutral-Neutral
"Nike Closes Europe Headquarters After Employee Contracts Coronavirus - Company also closed…
","conspiracy
",Neutral-Neutral
"Over 100,000 Coronavirus Infected as China Hastily Buries Dead in Mass Graves.
","unreliable
",Neutral-Neutral
"How convenient hey! I dont believe anything that comes out of choked squirrel mouth.
","political/bias
",Negative-Neutral
"HIV+SARS Move along, nothing to see here.
","conspiracy
",Neutral-Neutral
"Going green: China continues massive investment in renewable energy — RT Business News.
","unreliable
",Neutral-Neutral
"Boris Johnson gathers Cabinet to sign off coronavirus battle plan.
","unreliable
",Neutral-Neutral
"Coronavirus is just more grist for the political mill in 2020 US election — RT USA News #.
","unreliable
",Neutral-Neutral
"Why Coronavirus Might Not Hit the U.S. as Hard as China: Hygiene.
","political/bias
",Neutral-Neutral
"Weird flex, but ok.
","unreliable
",Neutral-Neutral
"Thank you Dr Fauci for having more balls than his cabinet and other advisors.
","unreliable
",Positive-Neutral
"No, they didnt say it was Cornovirus you dummy.
","unreliable
",Very negative-Neutral
"If you think Democrats and the media are politicizing the coronavirus, youre right By Andrea Widburg March 2, 2020.
","political/bias
",Negative-Neutral
"Forty Students Of Noida School Placed Into Isolation After Being Tested For Coronavirus Over Infection Scare.
","unreliable
",Neutral-Neutral
"Harvard illegally collected DNA samples in China throughout the 90s, right up to SARS. Lies upon lie.
","conspiracy
",Neutral-Neutral
"The Viral Blame Game: Xenophobia, Attribution, And Coronavirus.
","conspiracy
",Neutral-Neutral
"Capital Market Freeze Goes Global - IPOs Delayed Over Market Turmoil.
","conspiracy
",Neutral-Neutral
"As Iran Becomes Ground Zero for Coronavirus Pandemic, Israel Becomes Ground Zero for Cure - Frontpagemag.
","political/bias
",Neutral-Neutral
"Today’s special on the Left’s anti-Trump coronavirus grievance menu: identity politics.
","political/bias
",Negative-Neutral
"Stocks Soar As Market Recovers From Coronavirus Panic…Dow Logs Biggest One-Day Point Gain In History.
","political/bias
",Neutral-Neutral
"its-sad-first-#chinatowns-now-las-#koreatown-asianphobia-crashes-food-sales-amid-coronavirus.
","conspiracy
",Neutral-Neutral
"As Iran🇮🇷 Becomes Ground Zero for Coronavirus Pandemic, ISRAEL🇮🇱 Becomes Ground Zero for CURE.
","political/bias
",Neutral-Neutral
"» China’s New Silk Road: Abuses Abound - Activist Post.
","conspiracy
",Negative-Neutral
"» Amazon Deletes Over a Million Items for Price Gouging or False Advertising About Coronavirus - Activist Post.
","conspiracy
",Neutral-Neutral
"» Coronavirus - Fear or Danger? - Activist Post.
","conspiracy
",Neutral-Neutral
"Did This Cult Church Cause the Coronavirus Outbreak in South Korea?
","political/bias
",Neutral-Neutral
"Why the coming economic collapse will not be caused by Covid-19.
","conspiracy
",Neutral-Neutral
"Could the coronavirus revive urban enterprise zones?
","political/bias
",Neutral-Neutral
"So maybe Trump’s response to coronavirus didn’t destroy the American economy.
","political/bias
",Neutral-Neutral
"Feel free to use anything we put out that you find useful.
","political/bias
",Neutral-Neutral
"What is your opinion this article?
","conspiracy
",Neutral-Neutral
"good read (and addition to ""quants the alchemists of wall street"".
","conspiracy
",Positive-Neutral
"No need for a vaccine.
","political/bias
",Neutral-Neutral
"Obama Holdover responsible for US outbreak of Coronavirus. #Obamavirus.
","political/bias
",Negative-Neutral
"It has been a slow train wreck a-comn, but.
","conspiracy
",Neutral-Neutral
"Serious question. Why was SARS contained eventually? Why did it not keep spreading exponentially?
","conspiracy
",Neutral-Neutral
"A Shaky Foundation Liberty Blitzkrieg #coronavirus.
","political/bias
",Neutral-Neutral
"I love it when Bill Fleckenstein pulls no punches.
","conspiracy
",Positive-Happiness
"So Maybe Trump’s Response To Coronavirus Didn’t Destroy The American Economy *MuchToTheDemocratsChagrin!
","political/bias
",Neutral-Neutral
"Chinas economy is yet to show a recovery back to normal levels. Checkout the alternative indicators here.
","conspiracy
",Neutral-Neutral
"Chinese Architect Suggests Walking Around In A Bubble (Literally) To Avoid Coronavirus.
","conspiracy
",Neutral-Neutral
"What to Do About Our Tech Cold War With China.
","political/bias
",Neutral-Neutral
"Coronavirus Update: 6 US Deaths, Over 3,000 Deaths Worldwide.
","political/bias
",Neutral-Neutral
"Photo Shows Pence Team Trying to Pray Away Coronavirus - Global Research.
","conspiracy
",Neutral-Neutral
"Socialism, Not Coronavirus, Seen as Real Threat to Economy.
","political/bias
",Neutral-Neutral
"OH, YEAH, ON THAT NOT ALL CULTURES ARE THE SAME THING? Iran, coronavirus, and faith….
","political/bias
",Neutral-Neutral
"FACT CHECK: Did Trump Call Coronavirus a ‘Hoax’?
","political/bias
",Neutral-Neutral
"WALSH: Coronavirus Is Serious But The Media Hype Is Overblown. These Three Facts Show Why.
","political/bias
",Neutral-Neutral
"As Corona Recession Fears Threaten Trump Re-Election, Sanders Gains Steam Into Super Tuesday.
","conspiracy
",Neutral-Neutral
"Yeah super clueless.....
","conspiracy
",Negative-Neutral
"Yep dummies......
","conspiracy
",Negative-Neutral
"Why are so many new coronavirus cases emerging in Washington state? Because it’s been spreading there for SIX WEEKS.
","conspiracy
",Neutral-Neutral
"You WERE Warned About The Coronavirus “Telephone Disease”—But Lies Won Out Over Truth.
","conspiracy
",Negative-Neutral
"Controversial Theories Suggest Coronavirus Created In A Lab.
","conspiracy
",Neutral-Neutral
"Trump Says Dem Politicization of the the Coronavirus Is the New Hoax #NewsandPolitics.
","political/bias
",Neutral-Neutral
"What Will the Left Do When a Billion-Jillion Americans Dont Die of Coronavirus? #VodkaPundit.
","political/bias
",Neutral-Neutral
"Ominous Warnings About The Very Rapid Spread of The Coronavirus.
","conspiracy
",Neutral-Neutral
"COVID-19 May Have Originated from the US? Japanese TV Broadcast - Global Research #CoronaVirus.
","conspiracy
",Neutral-Neutral
"Creator Of US BioWeapons Act Says Coronavirus Is Biological Warfare Weapon.
","conspiracy
",Neutral-Neutral
"23 Iran MPs & Head Of Emergency Medical Services Confirmed For Coronavirus.
","conspiracy
",Neutral-Neutral
"Denver Democrat Candi CdeBaca Stands In ‘Solidarity’ With Wanting To Use Coronavirus On Trump Supporters.
","political/bias
",Neutral-Neutral
"NEWS YOU CAN USE: Surfaces? Sneezes? Sex? How the Coronavirus Can and Cannot Spread….
","political/bias
",Neutral-Neutral
"#Iran: said something like this a few days ago.
","conspiracy
",Neutral-Neutral
"CORONAVIRUS UPDATE: Coronavirus live updates: US cases surpass 100 with 6 deaths China sees ‘comin…
","political/bias
",Neutral-Neutral
"Screenshot and story.
","political/bias
",Neutral-Neutral
"Lies, Damned Lies, and Coronavirus Infection Numbers – #PropagandaWatch.
","conspiracy
",Negative-Anger
"Coronavirus: Panic Buying Clears Shelves At Costco.
","conspiracy
",Neutral-Neutral
"Iran is TOAST.
","conspiracy
",Negative-Neutral
"WELL, THAT’S NOT GOOD: GA governor confirms 2 cases of COVID-19 in Fulton County. “According to a …
","political/bias
",Negative-Sadness
"23 Iran MPs & Head Of Emergency Medical Services Confirmed For Coronavirus #SARSCoV2 #COVID19.
","conspiracy
",Neutral-Neutral
"Just how many people from Iran have traveled?
","conspiracy
",Neutral-Neutral
"Be Better Than This - Don’t let your emotions cloud common sense ⁦.
","conspiracy
",Neutral-Neutral
"It should be a tight fit.
","conspiracy
",Neutral-Neutral
"5G and the China epidemic.
","conspiracy
",Neutral-Neutral
"Have to love the ingenuity of the Chinese (almost guaranteed they stole this from somebody).
","conspiracy
",Neutral-Neutral
"Interesting data on the current state of Chinas economy due to the coronavirus.
","conspiracy
",Neutral-Neutral
"Top medical professor praises Trump’s handling of coronavirus: ‘I’ve never seen one handled better’.
","clickbait
",Positive-Happiness
"Gov. Cuomo Confirms 2nd Coronavirus Case In New York, Warns Virus Likely ""Spreading In Communities"": Live Updates.
","conspiracy
",Neutral-Sadness
"So much for Coexist: Bernie Sanders and other leftists catcall Mike Pence for prayer to halt coronavirus.
","political/bias
",Neutral-Neutral
"LIKE THE LEFT DICTATORSHIP DOES? Is China Aiming to Blame America for the Coronavirus?
","political/bias
",Neutral-Anger
"👏👏👏👏👏👏👏😁😁😁😁😁 Shared Right News.
","clickbait
",Positive-Happiness
"Russia had one the day before yesterday actually. Most or all pneumonia patients are being tested.
","political/bias
",Neutral-Happiness
"Why are Democrats so hateful and vile?
","political/bias
",Negative-Anger
"Trump Pressures Federal Reserve To Take Action In Response To Coronavirus The Daily Wire.
","political/bias
",Positive-Happiness
"He NEVER EVER said anything like that!! The LYING media again should be ashamed of themselves!! So discusting!
","political/bias
",Negative-Disgust/Anger
"The title of this post alone is worth the price of admission (so to speak).
","political/bias
",Positive-Happiness
"Shocker. 😐.
","political/bias
",Negative-Surprise
"Coronavirus Outbreak: How Employers & Employees Are Responding.
","conspiracy
",Neutral-Anger
"How The Super Rich Are Preparing For The Coronavirus.
","conspiracy
",Neutral-Neutral
"Thats 100% correct. He didnt say that. Dont be a schmuck!
","political/bias
",Negative-Anger
"Theres even some articles out there supporting this crazy claim, well sort of.
","conspiracy
",Neutral-Neutral
"We know what the corny virus is really for Bundling laws…
","conspiracy
",Negative-Neutral
"FLORIDA: Baptist Pastor’s Sermon Puts the Coronavirus into a Scientific and Religious Perspective.
","political/bias
",Neutral-Neutral
"How The Super Rich Are Preparing For The Coronavirus I’m not going to say a word on this…
","conspiracy
",Neutral-Neutral
"Why The Coming Economic Collapse Will Not Be Caused By Covid-19 #bitcoin #cryptocurrency.
","conspiracy
",Negative-Anger
"The LEFT hates us and wishes ill on us constantly. Why shouldnt their political positions be any different.
","political/bias
",Negative-Anger
"Ban travel from South Korea and Italy now to prevent coronavirus spread.
","political/bias
",Neutral-Happiness
"23 Iran MPs & Head Of Emergency Medical Services Confirmed For #Coronavirus #covid19.
","conspiracy
",Neutral-Neutral
"Joe Biden Promotes 3 Debunked Claims Regarding The Coronavirus #news #politics #opinion.
","political/bias
",Neutral-Neutral
"MAGA cetins attacked this article because it contradicted the thinking of the Supreme Leader.
","clickbait
",Negative-Neutral
"How The Super Rich Are Preparing For The Coronavirus - #zerohedge #FreeZero.
","conspiracy
",Neutral-Neutral
"Shared Microsoft Edge: 23 Iran MPs & Head Of Emergency Medical Services Confirmed For Coronavirus.
","conspiracy
",Negative-Neutral
"VIDEO - Lies, Damned Lies, and #Coronavirus Infection Numbers – #PropagandaWatch.
","conspiracy
",Negative-Neutral
"More BS from TJ This guy/gal is a real nutcase...spreading #fakenews and outright lies.
","political/bias
",Negative-Neutral
"Wow Iranian MPs with Coronavirus That number 23 🤔.
","conspiracy
",Neutral-Neutral
"So now the #Democrats want to try to kill off as many #Trump supporters as possible? Sick. #DemocraticPartyToday.
","political/bias
",Negative-Anger
"Get in the bubble.
","conspiracy
",Negative-Anger
"What kind of sickos promote infecting others?
","political/bias
",Negative-Anger
"Wearers would literally be living in a bubble....
","conspiracy
",Neutral-Neutral
"NYC High School Closes Over ""Suspected Coronavirus Case In Our Community"": Live Updates.
","conspiracy
",Neutral-Neutral
"NYC High School Closes Over ""Suspected #Coronavirus Case In Our Community"": Live Updates.
","conspiracy
",Neutral-Neutral
"(Divorces will rocket) How The Super Rich Are Preparing For The Coronavirus.
","conspiracy
",Neutral-Neutral
"Is this what politics has become wishing a disease on supporters?
","political/bias
",Negative-Sadness
"So maybe Trumps response to coronavirus didnt destroy the American economy ""...this gives…
","political/bias
",Negative-Neutral
"Video: CNN Fake News Host Compares ‘Unstoppable’ Bernie Sanders to Deadly Coronavirus.
","conspiracy
",Negative-Neutral
"Fed Chair “Super Powell” Explains How Slashing Rates 50bps Will Ease #Coronavirus Fears.
","conspiracy
",Negative-Neutral
"HEH: “More people have dropped out of the Democrat presidential primaries than have died of the corona virus”.
","political/bias
",Negative-Sadness
"Could the coronavirus revive urban enterprise zones? - American Thinker.
","political/bias
",Negative-Sadness
"Just the flu? This shit is weaponized. A little bit of this and that including HIV.
","conspiracy
",Negative-Fear/Sadness
"COVID-19 in America: Unknown Unknowns #AAG #AAG2020.
","political/bias
",Neutral-Neutral
"Another shining example of the caring left reaching across the aisle.
","political/bias
",Neutral-Neutral
"WATCH: Dr. Drew says media criticism against VP Pence for his handling of coronavirus is ‘fake news’.
","clickbait
",Neutral-Neutral
"Obama-appointed doctor made the call to bring 14 coronavirus-infected Americans back from Japan.
","clickbait
",Neutral-Neutral
"Ban travel from South Korea and Italy now to prevent coronavirus spread - American Thinker.
","political/bias
",Neutral-Neutral
"2nd Coronavirus Case Confirmed In San Diego As China Sends 2,600 Army ""Medical Staff"" To Wuhan.
","conspiracy
",Negative-Sadness
"Democrats reallly do want to kill you. Liberalism is a disease. It turns ordinary people in…
","political/bias
",Negative-Anger
"Hard to believe that such evil people exist in our government! Who votes for them? Democrats!
","political/bias
",Negative-Anger
"IMO we got a problem with the #CDC . They have dropped the ball so many ways in reference to #coronavirus.
","conspiracy
",Negative-Sadness
"Chinese economy still in trouble because of Coronavirus.
","conspiracy
",Neutral-Sadness
"Of course he didn’t. #FakeNews.
","political/bias
",Negative-Neutral
"Francis Chan: Too Many Christians Are Isolating Themselves in Coronavirus Outbreak.
","political/bias
",Neutral-Neutral
"These people are E-V-I-L.
","political/bias
",Negative-Anger
"Threatens would try to murder Trump supporters.
","political/bias
",Negative-Fear
"Heres your young democrat leadership in Colorado.
","political/bias
",Neutral-Neutral
"Wow! Hateful, vile woman!
","political/bias
",Negative-Anger
"This article says the CDC actually “owns” the current human form of coronavirus.
","conspiracy
",Neutral-Neutral
"This is exactly what i was telling ..even w/ R naught of 4.6-6.7..this is the reality of th…
","conspiracy
",Neutral-Neutral
"I do not know this Mayor..i personally hate San Antonio..but this Mayor is doing the correct thing..kudos 2 that guy.
","conspiracy
",Positive-Happiness
"Dow Dumps 1000 Points From Post-Powell-Rate-Cut Highs, Yields Crash To Record Lows What lev…
","conspiracy
",Negative-Sadness
"Denver Democrat tweets ‘solidarity’ for spreading coronavirus at Trump rallies.
","clickbait
",Neutral-Anger
"Leave it to to blow up all notions of accurate #coronavirus numbers...
","conspiracy
",Negative-Fear/Sadness
"Breaking News!!!!!!!!!!😱😱😱😱.
","conspiracy
",Neutral-Surprise
"Iran Becomes Ground Zero for #Coronavirus Pandemic Israel Becomes Ground Zero for Cure Theocracy vs democracy.
","political/bias
",Neutral-Happiness
"Coronavirus Dealing Heavy Blow to Airlines.
","conspiracy
",Negative-Sadness
"Lies, Damned Lies, and Coronavirus Infection Numbers -- Propaganda Watch.
","conspiracy
",Negative-Neutral
"France Shuts Dozens of Schools In Areas Hit by Coronavirus.
","conspiracy
",Negative-Sadness
"A Democrat leader says to use Biowarfare on trump supporters.
","political/bias
",Neutral-Neutral
"Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss #NewsandPolitics.
","political/bias
",Neutral-Neutral
"How The Super Rich Are Preparing For The Coronavirus #SARSCoV2 #COVID19.
","conspiracy
",Neutral-Neutral
"would you tell this liberal POS to go to hell? Im guessing not...... DEMOCRATS are scum!
","political/bias
",Negative-Anger
"#Iran: Regime Change by #Coronavirus?
","conspiracy
",Negative-Sadness
"Apologize and resign.
","political/bias
",Negative-Anger
"Democrat Councilwoman in Denver hopes people with covid-19 will attend Trump rallies. vvv.
","political/bias
",Neutral-Neutral
"DEMAND THIS HATEFUL MISERABLE DISRESPECTFUL RAT RESIGN HER SEAT IMMEDIATELY.
","political/bias
",Neutral-Anger
"Gov. Cuomo Confirms 2nd Covid-19 Case In New York, Warns Virus Likely ""Spreading In Communities"": Live Updates.
","conspiracy
",Neutral-Neutral
"I did watch the video.
","political/bias
",Neutral-Neutral
"CV taking out top of Iranian government.
","conspiracy
",Neutral-Neutral
"SHOULD HAVE BEEN DONE ALREADY! Ban travel from South Korea and Italy now to prevent coronavirus spread.
","political/bias
",Neutral-Anger
"#Macau Gaming Revenue Collapses 87.8% In February #BreakingNews #Coronavirus…
","conspiracy
",Neutral-Sadness
"We are getting closer to being adults about this with each article like this coming out!
","conspiracy
",Positive-Happiness
"Lies, Damned Lies, and Coronavirus Infection Numbers - Propaganda Watch - Activist Post.
","conspiracy
",Neutral-Neutral
"This Video Shows How Far Those In Power Will Go To Maintain Control Of A Quarantine.
","conspiracy
",Neutral-Happiness
"China Warns Of Looming ""Locust Invasion"" #China #BreakingNews.
","conspiracy
",Neutral-Neutral
"Forced Labor?: #China Pushes 1000s Of #Uyghur #Muslims To Work In Factories #BreakingNews.
","conspiracy
",Negative-Anger
"Incubation Period Is 24 Days Not 14 For Coronavirus.
","conspiracy
",Neutral-Neutral
"BBC Publishes Leaked Iran Footage Showing Bagged Bodies Of Covid-19 Victims Piling Up.
","conspiracy
",Neutral-Neutral
"This theory about the source of sars-cov2 coronavirus is interesting.
","conspiracy
",Positive-Neutral
"These people are disgusting. Denver dem stands in solidarity with wanting to use coronavir*s on Trump supporters.
","political/bias
",Negative-Anger/Disgusting
"This woman needs to be quarantined immediately #coronovirususa #FreeAlexJones.
","conspiracy
",Negative-Anger
"My advice? Stay away from disgusting Democrats!
","clickbait
",Negative-Anger
"Coronavirus patient released “by mistake,” wanders through mall for two hours.
","conspiracy
",Negative-Fear/Sadness
"BBC Publishes Leaked Iran Footage Showing Bagged Bodies Of Covid-19 Victims Piling Up - #zerohedge #FreeZero.
","conspiracy
",Neutral-Neutral
"Doomsday cult member exposes thousands of other “end of days” worshippers to #coronavirus.
","conspiracy
",Neutral-Neutral
"Nate Jackson: China, Nike Team Up With Forced Labor — The Patriot Post.
","political/bias
",Neutral-Neutral
"Nate Jackson: China, Nike Team Up With Forced Labor — The Patriot Post — His shocking! 🤪.
","political/bias
",Neutral-Surprise
"Remarkable. Israel is close to a vaccine, and new bio masks. #coronavirus #COVID19.
","political/bias
",Very positive-Neutral
"RT. Make this go viral.
","clickbait
",Neutral-Neutral
